total_power_sec,velocity
21.08000668257113,0.06295451107554356
2.051557706467792,0.004061861440792847
15.435568462015572,0.07082765188184544
6.459441448570313,0.014197727514806224
30.589184228571405,0.19621118683479033
3.5427398157783423,0.00012221637856980606
2.5386141162766642,-0.001748063672749478
6.69436427510701,0.017605680057648176
43.688298996777725,0.2544840743146436
5.532300401875433,0.004707810161918613
5.196443111076396,0.000766273978302312
3.4002579904385395,-0.001196969351373056
9.919051280489807,0.010268636593463365
0.5944787943178602,-0.0006151699555927093
5.457492839333587,0.006571772253040287
33.04630775077657,0.18080089984398046
27.72702888347686,0.0845103931996558
7.475905460629137,0.02261217308621318
1.122666286396496,-0.0010463229776143223
35.41470175984202,0.15504137064142667
3.6128526015498608,0.0016749863748302784
3.4746429068517855,0.002128242032919736
6.620070681340343,0.008511289280722933
23.723016415161304,0.12026785198737233
1.4214170512548745,0.0022065878251265937
18.46779117579789,0.08607138659688118
26.395270064476414,0.11720725567895766
11.301942431953513,0.028688387534023828
8.184553021782857,0.013356462523412927
4.782126716858313,-0.0007979574835110248
36.174505079490224,0.1638725538755956
6.190704039627848,0.009897185723689394
6.215159437035732,0.003359720227297158
3.818834567999393,0.010021962322412236
2.7616565031495663,-0.001090511538858907
33.88521951707588,0.1812205939402186
5.065970890441037,0.006320074133073927
29.639482052169793,0.1574687159062177
5.087795249623495,0.006594868800981002
25.7093131339763,0.07937352075498814
13.088263911472518,0.03156049838962109
43.52236155959028,0.21495766335973804
3.2737566938199443,-0.0013839272248489577
3.566827259100997,0.0058130618844343005
8.802157970385572,0.015807285557944927
37.38190724449444,0.21312742038253688
24.565131686191258,0.1330818962801091
3.343135970143102,0.0025396238563551443
37.01837835250011,0.19469132116952628
4.888899017586059,0.005665234075127401
25.215486721876854,0.1255090920396216
23.55216142053824,0.06346453933889178
5.161140302211876,0.005157197608993603
31.02152762879523,0.15990551655159818
7.888757400613966,0.009969594853938047
7.868730595409018,0.00836845967935278
34.34183578872306,0.1861948226210225
5.738560635138408,0.022141169022787243
6.33079768827954,0.006256839444223128
9.837979256827927,0.03675189222444236
42.443485670240456,0.22390646303866368
9.114655098082325,0.0027794962467459937
7.868588483235238,0.01710770753606635
19.63915998030384,0.08419219427044017
39.90697460330296,0.13623480425782353
18.884067726811015,0.06801696374715861
1.454167432034363,0.004623418451670513
1.3848110077059637,-0.0003205269383271814
35.7258444136443,0.19794462087773967
37.16144283707507,0.19964832870007385
3.1620062564906406,-0.0006569620039453717
8.000548250177978,0.010598407620543404
35.32850711312804,0.14076083870841571
7.958600470233302,0.0103311598740504
3.5705966686774584,-1.6476922321795316e-05
6.794675818842324,0.012073102295797089
9.16810108958106,0.01711143401096029
35.265560114839545,0.192189602254302
11.827986685018956,0.0185499933483661
35.139618979802776,0.19352478255556618
6.280795223044386,0.012026650625328272
3.4835020504329464,0.00521198766899339
4.1032655896589025,0.0034432833423821084
9.400876138891622,0.024422525123342878
5.515308276487518,0.003165324868691477
2.744835274096541,0.004524631189136397
0.48496829054938373,0.0006267081607668091
4.524955325411358,0.009325406806657499
2.7118462324182087,0.000352193109283383
3.2140531213692407,0.0024454437053595514
25.611084187938644,0.12601070353743318
12.047963657887884,0.026357441172876986
7.398931046623115,0.01502560246958462
7.974589851782937,0.015651366113998977
12.702623090409148,0.046715663019648426
1.6180248782829476,-0.00071259514244989
7.236559532726776,0.01210421232364669
3.5121469735577393,-0.0009920994833559904
20.90735351269243,0.06377360586246836
4.947838220203107,0.020145253329939293
3.3804458945861886,-0.0010724118959608675
32.5373717120253,0.11421350632556368
23.078232837820988,0.06787621155914597
4.585627271144269,0.006282434880412313
8.639790236479472,0.014491977527325372
7.535601527521248,0.013167234968235741
2.1769503035420774,0.0009400875286694644
3.3850229010151485,0.0017197845312442394
38.23314345008302,0.20904799087561612
2.515109345711322,-0.0010347948792544747
8.436222379548271,0.01184503081372983
9.324765650811996,0.1476988884637356
8.45922758834882,0.03683395681506925
7.164262171270195,-0.007714412302120388
8.706893815224655,0.03911121360865075
8.461098247719406,0.004688579682438932
8.577926220256328,-0.00659021965723543
7.317820850000216,-0.00882095544792717
8.464439566449483,0.045830041525540606
8.354251253563113,-0.007243696947935208
